github.com/willscott/go-nfs,https://github.com/willscott/go-nfs/blob/v0.0.4/LICENSE,Apache-2.0
github.com/willscott/go-nfs-client/nfs,https://github.com/willscott/go-nfs-client/blob/801f10d98886/LICENSE_BSD-2.txt,BSD-2-Clause
go.yaml.in/yaml/v3,https://github.com/yaml/go-yaml/blob/v3.0.4/LICENSE,MIT
golang.org/x/net,https://cs.opensource.google/go/x/net/+/refs/tags/v0.54.0:LICENSE,BSD-3-Clause
golang.org/x/sync/errgroup,https://cs.opensource.google/go/x/sync/+/refs/tags/v0.21.0:LICENSE,BSD-3-Clause
golang.org/x/sys/windows,https://cs.opensource.google/go/x/sys/+/refs/tags/v0.46.0:LICENSE,BSD-3-Clause
golang.org/x/term,https://cs.opensource.google/go/x/term/+/refs/tags/v0.43.0:LICENSE,BSD-3-Clause
golang.org/x/text,https://cs.opensource.google/go/x/text/+/refs/tags/v0.38.0:LICENSE,BSD-3-Clause
gopkg.in/yaml.v3,https://github.com/go-yaml/yaml/blob/v3.0.1/LICENSE,MIT
gorm.io/gorm,https://github.com/go-gorm/gorm/blob/v1.31.1/LICENSE,MIT
modernc.org/libc,https://pkg.go.dev/modernc.org/libc@v1.22.5?tab=licenses,BSD-3-Clause
modernc.org/mathutil,https://pkg.go.dev/modernc.org/mathutil@v1.5.0?tab=licenses,BSD-3-Clause
modernc.org/memory,https://pkg.go.dev/modernc.org/memory@v1.5.0?tab=licenses,BSD-3-Clause
modernc.org/sqlite/lib,https://pkg.go.dev/modernc.org/sqlite@v1.23.1?tab=licenses,BSD-3-Clause
